SRC_SIGNGU_CD,RECORD_CODE,PROJ_CODE,SITE_CODE,UBPS_CODE,RECORD_TYPE,DRAWING_NO,RECORD_CODE_P,RECORD_CODE_T,DRAWING_STATUS_CODE,CLASSIFY_G,ZONE_NAME,AREA_PREV,AREA_VARI,AREA_CHANGE,AREA_AFTER,LOCATION_NAME,HOLD_PERIOD,DESCRIPT,D_NOTICE_CODE,P_NOTICE_CODE,FEATURE_EXIST_YN,FRST_REGIST_DT,LAST_UPDT_DT
26000,26710BTZ200404300003,26710PPL200404300034,26000,UBP_A1020200,PMA0003,,26710BTZ200306260002,26710BTZ200201040001,PMC0003,UDV100,부산광역시개발제한구역,318932000,2,278000,318654000,부산광역시 동래구 온천동∮북구 금곡동∮덕천동∮만덕동∮화명동 해운대구 반송동∮반여동∮석대동∮송정동∮우동∮재송동∮중동 금정구 구서동∮금사동∮금성동∮남산동∮노포동∮두구동∮부곡동∮서동∮선동∮오륜동∮장전동∮청룡동∮회동동 강서구 강동동∮대저동∮명지동∮가락동∮노간동 기장군 기장읍∮장안읍∮일광면∮정관면∮철마면,,감0.278k㎡(기장군 기장읍 일원),26710NTC200404300034,,,20250430,20250430
44180,44180BTZ200812300009,44180PPL200812300378,44180,UBP_E1020200,PMA0002,,,44180BTZ200812300009,PMC0003,UQQ100,보령화력,5489000,,0,5489000,충청남도 보령시 오천면∮ 주교면 일부,,,44180NTC200812300399,44180NTC200812300399,,20250430,20250430
44180,44180BTZ200812300010,44180PPL200812300378,44180,UBP_E1020200,PMA0002,,,44180BTZ200812300010,PMC0003,UQQ100,영보산업단지,1067000,,0,1067000,충청남도 보령시 오천면 일부,,,44180NTC200812300399,44180NTC200812300399,,20250430,20250430
44180,44180BTZ200812300011,44180PPL200812300378,44180,UBP_E1020200,PMA0003,,44180BTZ199508110006,44180BTZ199502210004,PMC0003,UQQ100,웅천도시계획구역,5214000,,0,5214000,충청남도 보령시 웅천읍 일부,,금회 재정비,44180NTC200812300399,44180NTC200812300399,,20250430,20250430
44180,44180BTZ200812300012,44180PPL200812300378,44180,UBP_E1020200,PMA0002,,44180BTZ199508080005,44180BTZ196508260001,PMC0003,UQQ100,대천도시계획구역,19400000,,0,19400000,충청남도 보령시 동지역 일부,,금회 재정비,44180NTC200812300399,44180NTC200812300399,,20250430,20250430
44180,44180BTZ200910200013,44180PPL200910200413,44180,UBP_A1020200,PMA0001,,,44180BTZ200910200013,PMC0003,UQQ900,관창일반산업단지(관산지구)개발행위허가제한지역,0,1,350009,350009,보령시 주포면 보령리∮ 봉당리 일원,,,44180NTC200910200435,44180NTC200910200435,,20250430,20250430
44180,44180BTZ200910200014,44180PPL200910200414,44180,UBP_A1020200,PMA0001,,,44180BTZ200910200014,PMC0003,UQQ900,남부일반산업단지(웅천지구)개발행위허가제한지역,0,1,842605,842605,보령시 웅천읍 구룡리 일원,,,44180NTC200910200436,44180NTC200910200436,,20250430,20250430
44180,44180BTZ201210200001,44180PPL201210200549,44180,UBP_A1020200,PMA0002,,44180BTZ200910200013,44180BTZ200910200013,PMC0003,UQQ900,보령시 주포면 보령리∮ 봉당리,350009,,,350009,보령시 주포면 보령리∮ 봉당리,,기간연장 : 관창일반산업단지(관산지구)의 확장이 예상되는 지역의 효율적인 토지관리와 무분별한 부동산 투기 등을 예방하고자 고시한 개발행위허가제한(보령시고시제2009-91호)을 산업단지 지정∮ 고시일까지 기간 연장∮ 변경 : 2009. 10. 20~2014. 10. 19 (일반산업단지 지정 고시일까지),44180NTC201210200549,44180NTC201210200549,,20250430,20250430
44180,44180BTZ201407100001,44180PPL201407100001,44180,UBP_A1020200,PMA0004,,44180BTZ201210200001,44180BTZ200910200013,PMC0003,UQQ900,관창일반산업단지(관산지구)개발행위허가제한지역,350009,2,350009,0,주포면 보령 봉당리 일원,,,44180NTC201407100001,,,20250430,20250430
44180,44180BTZ201808300001,44180PPL201808300001,44180,UBP_A1020200,PMA0001,,,44180BTZ201808300001,PMC0002,UQQ900,개발행위제한구역,0,1,43070,43070,보령시 대천동 산3-2번지 일원,,제한기간: 공원해제일로부터 3년간(단 용도지역 변경후 개발행위 허가제한 해제),44180NTC201808300001,44180NTC201808300001,,20250430,20250430
44180,44180BTZ196508260001,44180PPL196508260002,44180,UBP_E1020200,PMA0003,,,44180BTZ196508260001,PMC0003,UQQ100,대천도시계획구역,,,,41230000,충청남도 보령군 대천읍 행정구역 대천리∮ 죽정리∮ 화산리∮ 동대리∮ 명천리∮ 궁촌리∮ 내두리∮ 장곡리∮ 고암리∮ 신흑리 일원,,,44180NTC196508260001,,,20250430,20250430
44180,44180BTZ197412010017,44180PPL197412010007,44180,UBP_E1020200,PMA0001,,,44180BTZ197412010017,PMC0003,UQQ100,보령군 웅천면∮ 성동∮대천∮ 대창리 일부,0,1,9400000,9400000,보령군 웅천면∮ 성동∮대천∮ 대창리 일부,,,44180NTC197412010007,,,20250430,20250430
44180,44180BTZ197612070002,44180PPL197612070010,44180,UBP_E1020200,PMA0003,,44180BTZ196508260001,44180BTZ196508260001,PMC0003,UQQ100,대천도시계획구역,41230000,2,22090000,19140000,보령군 대천읍 일부,,,44180NTC197612070011,,,20250430,20250430
44180,44180BTZ198601070003,44180PPL198601070028,44180,UBP_E1020200,PMA0002,,44180BTZ197612070002,44180BTZ196508260001,PMC0003,UQQ100,대천도시계획구역,19140000,1,260000,19400000,충남 보령군 대천읍∮ 주포면 일부지역,,증) 0.26,44180NTC198601070031,44180NTC198702170037,,20250430,20250430
44180,44180BTZ199502210004,44180PPL199502250102,44180,UBP_E1020200,PMA0002,,,44180BTZ199502210004,PMC0003,UQQ100,웅천도시계획구역,5214000,,0,5214000,충청남도 보령군 웅천면 일부지역,,,44180NTC199502250109,44180NTC199711010137,,20250430,20250430
44180,44180BTZ199508080005,44180PPL199508190106,44180,UBP_E1020200,PMA0002,,44180BTZ198601070003,44180BTZ196508260001,PMC0003,UQQ100,대천도시계획구역,19400000,,0,19400000,보령시,,건설부고시제 606호(1985.12.30),44180NTC199508190113,44180NTC199604260120,,20250430,20250430
44180,44180BTZ199508110006,44180PPL199508220107,44180,UBP_E1020200,PMA0002,,44180BTZ199502210004,44180BTZ199502210004,PMC0003,UQQ100,웅천도시계획구역,5214000,,0,5214000,대천리∮ 대창리 성동리 일원,,충고제157호(1987.10.2),44180NTC199508220114,44180NTC199508220114,,20250430,20250430
44180,44180BTZ200812300007,44180PPL200812300378,44180,UBP_E1020200,PMA0002,,,44180BTZ200812300007,PMC0003,UQQ100,관창,1664000,,0,1664000,충청남도 보령시 주교면 일부,,,44180NTC200812300399,44180NTC200812300399,,20250430,20250430
44180,44180BTZ200812300008,44180PPL200812300378,44180,UBP_E1020200,PMA0002,,,44180BTZ200812300008,PMC0003,UQQ100,관산,778000,,0,778000,충청남도 보령시 주포면 일부,,,44180NTC200812300399,44180NTC200812300399,,20250430,20250430
44250,44250BTZ199105170001,44250PPL199105170001,44250,UBP_E1020200,PMA0001,1,,44250BTZ199105170001,PMC0003,UQQ100,계룡도시계획구역,0,1,53614000,53614000,충청남도 논산군 두마면 일원,,대전도시계획구역 3295000 포함,44250NTC199105170001,44250NTC199108190002,Y,20250430,20250430
44250,44250BTZ199105170002,44250PPL199105170001,44250,UBP_E1020200,PMA0003,1,,44250BTZ199105170002,PMC0003,UDV100,개발제한구역,3295000,,,3295000,남선리 일대,,대전도시계획으로 기결정,44250NTC199105170001,44250NTC199108190002,N,20250430,20250430
44250,44250BTZ199211240001,44250PPL199211240001,44250,UBP_A1020200,PMA0003,1,44250BTZ199105170002,44250BTZ199105170002,PMC0002,UDV100,개발제한구역,3295000,,,3295000,두마면 남선리∮ 왕대리 일대,,,44250NTC199211240001,44250NTC199211240001,Y,20250430,20250430
44250,44250BTZ201412300003,44250PPL201412300004,44250,UBP_E1020200,PMA0001,3,,44250BTZ201412300003,PMC0003,UQT600,도시자연공원구역,0,1,1722364,1722364,두마면 입암리 산1임 일원,,,44250NTC201412300004,44250NTC201412300002,Y,20250430,20250430
44250,44250BTZ202006120001,44250PPL202006120116,44250,UBP_E1020200,PMA0003,3,44250BTZ201412300003,44250BTZ201412300003,PMC0002,UQT600,도시자연공원구역,1722364,1,187,1722551,두마면 입암리 산1임 일원,,,44250NTC202006120116,44250NTC202006220112,Y,20250430,20250430
26000,26440BTZ199708270006,26440PPL199708270109,26000,UBP_A1020200,PMA0003,,26440BTZ199603130036,26440BTZ199603130035,PMC0003,UQQ100,부산도시계획구역,870114000,,,,부산광역시,,,26440NTC199708270109,26440NTC199802010137,,20250430,20250430
26000,26440BTZ199802010008,26440PPL199802010137,26000,UBP_A1020200,PMA0003,,26440BTZ199708270007,26440BTZ199603130035,PMC0003,UQQ100,부산도시계획구역,939722000,1,11101000,950823000,부산광역시,,,26440NTC199802010137,26440NTC199802010137,,20250430,20250430
26000,26440BTZ200001080009,26440PPL200001080171,26000,UBP_E1020200,PMA0003,,26440BTZ199802010008,26440BTZ199603130035,PMC0003,UQQ100,부산도시계획구역,950820000,1,210000,951030000,부산광역시,,,26440NTC200001080171,26440NTC200007280163,,20250430,20250430
26000,26440BTZ200007280010,26440PPL200007280163,26000,UBP_A1020200,PMA0003,,26440BTZ200001080009,26440BTZ199603130035,PMC0003,UQQ100,부산도시계획구역,951035923,,,951035923,부산광역시,,행정구역변경에 따른 도시계획구역경계조정(면적 증 · 감 없슴,26440NTC200007280163,26440NTC200010050168,,20250430,20250430
26000,26440BTZ200604260011,26440PPL200604260383,26000,UBP_E1020200,PMA0003,,26440BTZ200007280010,26440BTZ199603130035,PMC0003,UQQ100,부산광역시,1003979923,1,1599805,1005579728,부산광역시,,해면지역에서 도시지역으로 변경,26440NTC200604260383,26440NTC200604260383,,20250430,20250430
26000,26440BTZ197112290030,26440PPL197112290788,26000,UBP_A4010100,PMA0001,,,26440BTZ197112290030,PMC0002,UDV100,부산광역시 개발제한구역,,,,513400000,김해군 대동면∮ 대저면∮ 명지면∮ 장유면∮ 녹산면∮ 김해읍 각 일부,,부산시 86.20㎢∮ 경상남도 513.40㎢ (3군1읍18면),26440NTC197112290788,,,20250430,20250430
26000,26440BTZ199010200031,26440PPL199010200789,26000,UBP_A4010100,PMA0003,,26440BTZ197112290030,26440BTZ197112290030,PMC0003,UDV100,부산광역시 개발제한구역,148280000,1,44820000,193100000,부산직할시 일원,,,26440NTC199010200789,,Y,20250430,20250430
26000,26440BTZ200201040014,26440PPL200201040185,26000,UBP_A1020200,PMA0003,,,26440BTZ200201040014,PMC0003,UQQ100,부산도시계획변경(개발제한구역 해제),405510000,,,,부산광역시 강서구∮금정구∮해운대구∮북구∮동래구∮기장군 일원,,,26440NTC200201040185,,,20250430,20250430
26000,26440BTZ200201040015,26440PPL200201040185,26000,UBP_A1020200,PMA0003,,26440BTZ200201040014,26440BTZ200201040014,PMC0003,UQQ100,부산도시계획변경(개발제한구역 해제),405510000,2,86290000,319220000,부산광역시 강서구∮금정구∮해운대구∮북구∮동래구∮기장군 일원,,감86.29㎢∮기장군 장안읍∮일광면∮정관면∮강서구 가락동∮대저2동∮명지동∮녹산동∮기장군 죽성리 일원,26440NTC200201040185,,,20250430,20250430
26000,26440BTZ200205080016,26440PPL200205080211,26000,UBP_E1020200,PMA0003,,26440BTZ200201040015,26440BTZ200201040014,PMC0003,UDV100,,405510000,2,86290000,319220000,부산광역시 동래구∮ 북구∮ 해운대구∮ 금정구∮ 강서구∮ 기장군 일원,,해제지역: 기장군 장안읍 · 일광면 · 정관면일원∮ 강서구 가락동 · 대저2동 · 명지동 · 녹산동 ∮  기장군 기장읍 죽성리 일원,26440NTC200205080211,26440NTC200205080211,Y,20250430,20250430
26000,26440BTZ200408280018,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,26440BTZ200205080016,26440BTZ200201040014,PMC0003,UDV100,부산개발제한구역,318654000,2,1474305,317179695,해운대구∮ 금정구∮ 강서구∮ 기장군 일원,,100호 이상,26440NTC200408280286,26440NTC200608250395,,20250430,20250430
26000,26440BTZ200408280019,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,26440BTZ200408280018,26440BTZ200201040014,PMC0003,UDV100,부산개발제한구역,317179695,2,3417326,313762369,해운대구∮ 금정구∮ 강서구∮ 기장군 일원,,50호이상,26440NTC200408280286,26440NTC200608250395,Y,20250430,20250430
26000,26440BTZ200503040003,26440PPL200503040340,26000,UBP_E1020200,PMA0003,,26440BTZ200408280019,26440BTZ200201040014,PMC0003,UDV100,부산개발제한구역,297055000,2,1312000,295743000,북구∮ 해운대구∮ 금정구∮ 강서구∮ 기장군 일원,,20호 이상,26440NTC200503040340,26440NTC200612060407,Y,20250430,20250430
26000,26440BTZ200611170004,26440PPL200611170405,26000,UBP_E1020200,PMA0003,,26440BTZ200503040003,26440BTZ200201040014,PMC0003,UDV100,부산개발제한구역,295225000,2,1877000,293348000,강서구 일원(29개 취락),,,26440NTC200611170405,,Y,20250430,20250430
26000,26440BTZ200707180017,26440PPL200707180455,26000,UBP_E1020200,PMA0003,,26440BTZ200611170004,26440BTZ200201040014,PMC0003,UDV100,부산개발제한구역,293345000,2,1365000,291980000,북구∮ 해운대구∮ 금정구∮ 강서구∮ 기장군 일원(31개 취락),,,26440NTC200707180455,26440NTC200707180455,Y,20250430,20250430
26000,26440BTZ200804160005,26440PPL200804160506,26000,UBP_E1020200,PMA0003,,26440BTZ199010200031,26440BTZ197112290030,PMC0003,UDV100,부산개발제한구역,291877000,2,482000,291395000,강서구 일원(34개 취락),,,26440NTC200804160506,26440NTC200804160506,,20250430,20250430
26000,26440BTZ200812310013,26440PPL200812310527,26000,UBP_A1020200,PMA0003,,26440BTZ200804160005,26440BTZ200201040014,PMC0003,UDV100,가달지구(개발제한구역 해체 예정지),,,,633680,부산광역시 강서구 생곡동 100-11번지 일원,,,26440NTC200812310527,26440NTC200812310527,,20250430,20250430
26000,26440BTZ200907310042,26440PPL200907310803,26000,UBP_A4010100,PMA0003,,26440BTZ200812310013,26440BTZ200201040014,PMC0003,UDV100,부산광역시 개발제한구역,274984449,2,645510,274338939,강서구 생곡동 100-10번지 등,,산업단지 조성∮생활폐기물 연료화 발전시설 건립,26440NTC200907310803,26440NTC200907310803,Y,20250430,20250430
26000,26440BTZ201001130043,26440PPL201001130806,26000,UBP_A4010100,PMA0003,,26440BTZ200907310042,26440BTZ200201040014,PMC0003,UDV100,개발제한구역,274338939,2,4699525,269639414,부산 강서 미음∮구랑∮범방∮생곡∮녹산동 일대,,국제산업 물류도시 조성(강서1단계),26440NTC201001130806,26440NTC201001130806,Y,20250430,20250430
26000,26440BTZ201110260012,26440PPL201110260699,26000,UBP_A1020200,PMA0003,,26440BTZ201001130043,26440BTZ200201040014,PMC0003,UDV100,부산개발제한구역,269639414,2,1906208,267733206,부산광역시 강서구 강동동∮ 대저동 일원(4개 취락),,해당취락: 강동대사∮ 평강∮ 사덕상리∮ 등구,26440NTC201110260699,26440NTC201110260699,Y,20250430,20250430
26000,26440BTZ201212070044,26440PPL201212070785,26000,UBP_A4010100,PMA0003,,26440BTZ201110260012,26440BTZ200201040014,PMC0003,UDV100,부산광역시 개발제한구역,267733206,2,10057872,257675334,부산시 강서구 대저2동ㆍ강동ㆍ명지동 일원∩,,부산 에코 델타시티 천수구역 조성사업,26440NTC201212070785,26440NTC201212070785,,20250430,20250430
26000,26000BTZ202104060001,26000PPL202103068574,26000,UBP_K4110110,PMA0003,,,,PMC0002,UDV100,부산광역시 개발제한구역,253393848,1,9,253393857,부산광역시 기장군 기장읍 청강리 일원,,,26000NTC202103060001,26000NTC202103060001,Y,20250430,20250430
26000,26440BTZ200611170127,26440PPL200611170405,26000,UBP_E1020200,PMA0003,,,26440BTZ200611170127,PMC0003,UDV100,공항마을,432448,1,360552,793000,대저2동 2440번지 일원,,호당해제면적 : 1388㎡,26440NTC200611170405,26440NTC200701250474,Y,20250430,20250430
26000,26440BTZ200408260101,26440PPL200408260287,26000,UBP_A1020200,PMA0003,,,26440BTZ200408260101,PMC0003,UDV100,금호,,,,77225,강서구 대저2동,,50호이상,26440NTC200408260287,26440NTC200701250474,,20250430,20250430
26000,26440BTZ200408281001,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,26440BTZ200408260101,26440BTZ200408260101,PMC0003,UDV100,금호,,1,77225,77225,강서구 대저2동,,50호이상,26440NTC200408280286,26440NTC200608250395,Y,20250430,20250430
26000,26440BTZ199708270007,26440PPL199708270109,26000,UBP_A1020200,PMA0003,,26440BTZ199708270006,26440BTZ199603130035,PMC0003,UQQ100,부산도시계획구역,870114000,1,69608000,939722000,부산광역시,,,26440NTC199708270109,26440NTC199802010137,,20250430,20250430
26000,26440BTZ200408260102,26440PPL200408260287,26000,UBP_A1020200,PMA0003,,,26440BTZ200408260102,PMC0003,UDV100,녹산,,,,159470,강서구 녹산동,,100호 이상,26440NTC200408260287,26440NTC200701250474,,20250430,20250430
26000,26440BTZ200408281002,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,26440BTZ200408260102,26440BTZ200408260102,PMC0003,UDV100,녹산,,,,159470,강서구 녹산동,,100호 이상,26440NTC200408280286,26440NTC200608250395,,20250430,20250430
26000,26440BTZ200707180157,26440PPL200707180455,26000,UBP_E1020200,PMA0003,,26440BTZ200408281002,26440BTZ200408260102,PMC0003,UDV100,녹산,159470,1,83660,243130,녹산동,,호수 : 233∮ 호당해제면적 : 1043(733)㎡,26440NTC200707180455,26440NTC200707180455,Y,20250430,20250430
26000,26440BTZ200408260103,26440PPL200408260287,26000,UBP_A1020200,PMA0003,,,26440BTZ200408260103,PMC0003,UDV100,대부동,,,,68995,강서구 강동동,,50호이상,26440NTC200408260287,26440NTC200701250474,,20250430,20250430
26000,26440BTZ200408281003,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,26440BTZ200408260103,26440BTZ200408260103,PMC0003,UDV100,대부동,,1,68995,68995,강서구 강동동,,50호이상,26440NTC200408280286,26440NTC200608250395,Y,20250430,20250430
26000,26440BTZ200611170129,26440PPL200611170405,26000,UBP_E1020200,PMA0003,,26440BTZ200408281003,26440BTZ200408260103,PMC0003,UDV100,대부동,68995,1,23605,92600,강동동 4047-10번지 일원,,호수 : 72∮ 호당해제면적 : 1286㎡,26440NTC200611170405,26440NTC200701250474,Y,20250430,20250430
26000,26440BTZ200408260104,26440PPL200408260287,26000,UBP_A1020200,PMA0003,,,26440BTZ200408260104,PMC0003,UDV100,둔치도,,,,57537,강서구 봉림동,,50호이상,26440NTC200408260287,26440NTC200701250474,,20250430,20250430
26000,26440BTZ200408281004,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,26440BTZ200408260104,26440BTZ200408260104,PMC0003,UDV100,둔치도,,1,57537,57537,강서구 봉림동,,50호이상,26440NTC200408280286,26440NTC200608250395,Y,20250430,20250430
26000,26440BTZ200611170130,26440PPL200611170405,26000,UBP_E1020200,PMA0003,,26440BTZ200408281004,26440BTZ200408260104,PMC0003,UDV100,둔치도,57537,1,28563,86100,봉림동 764-63번지 일원,,호수 : 69∮ 호당해제면적 : 1248㎡,26440NTC200611170405,26440NTC200701250474,Y,20250430,20250430
26000,26440BTZ200408260105,26440PPL200408260287,26000,UBP_A1020200,PMA0003,,,26440BTZ200408260105,PMC0003,UDV100,득천,,,,78498,강서구 강동동,,50호이상,26440NTC200408260287,26440NTC200701250474,,20250430,20250430
26000,26440BTZ200408281005,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,26440BTZ200408260105,26440BTZ200408260105,PMC0003,UDV100,득천,,1,78498,78498,강서구 강동동,,50호이상,26440NTC200408280286,26440NTC200608250395,Y,20250430,20250430
26000,26440BTZ200611170131,26440PPL200611170405,26000,UBP_E1020200,PMA0003,,26440BTZ200408281005,26440BTZ200408260105,PMC0003,UDV100,득천2,78498,1,30502,109000,강동동 2950-2번지 일원,,호수 : 84∮ 호당해제면적 : 1298㎡,26440NTC200611170405,26440NTC200701250474,Y,20250430,20250430
26000,26440BTZ200408260106,26440PPL200408260287,26000,UBP_A1020200,PMA0003,,,26440BTZ200408260106,PMC0003,UDV100,본맥2,,,,52060,강서구 대저2동,,50호이상,26440NTC200408260287,26440NTC200701250474,,20250430,20250430
26000,26440BTZ200408281006,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,26440BTZ200408260106,26440BTZ200408260106,PMC0003,UDV100,본맥2,,1,52060,52060,강서구 대저2동,,50호이상,26440NTC200408280286,26440NTC200608250395,Y,20250430,20250430
26000,26440BTZ200611170132,26440PPL200611170405,26000,UBP_E1020200,PMA0003,,26440BTZ200408281006,26440BTZ200408260106,PMC0003,UDV100,본맥2,52060,1,20340,72400,대저2동 4443-1번지 일원,,호수 : 57∮ 호당해제면적 : 1270㎡,26440NTC200611170405,26440NTC200701250474,Y,20250430,20250430
26000,26440BTZ200408260107,26440PPL200408260287,26000,UBP_A1020200,PMA0003,,,26440BTZ200408260107,PMC0003,UDV100,사취등,,,,75764,강서구 명지동,,50호이상,26440NTC200408260287,26440NTC200701250474,,20250430,20250430
26000,26440BTZ200408281007,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,26440BTZ200408260107,26440BTZ200408260107,PMC0003,UDV100,사취등,,1,75764,75764,강서구 명지동,,50호이상,26440NTC200408280286,26440NTC200608250395,Y,20250430,20250430
26000,26440BTZ200611170133,26440PPL200611170405,26000,UBP_E1020200,PMA0003,,26440BTZ200408281007,26440BTZ200408260107,PMC0003,UDV100,사취등,75764,1,40036,115800,명지동 505번지 일원,,호수 : 89∮ 호당해제면적 : 1301㎡,26440NTC200611170405,26440NTC200701250474,Y,20250430,20250430
26000,26440BTZ200408260108,26440PPL200408260287,26000,UBP_A1020200,PMA0003,,,26440BTZ200408260108,PMC0003,UDV100,산양,,,,88797,강서구 녹산동,,50호이상,26440NTC200408260287,26440NTC200701250474,,20250430,20250430
26000,26440BTZ200408281008,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,26440BTZ200408260108,26440BTZ200408260108,PMC0003,UDV100,산양,,1,88797,88797,강서구 녹산동,,50호이상,26440NTC200408280286,26440NTC200608250395,Y,20250430,20250430
26000,26440BTZ200611170134,26440PPL200611170405,26000,UBP_E1020200,PMA0003,,26440BTZ200408281008,26440BTZ200408260108,PMC0003,UDV100,산양,88797,1,22403,111200,녹산동 768-1번지 일원,,호수 : 89∮ 호당해제면적 : 1249㎡,26440NTC200611170405,26440NTC200701250474,Y,20250430,20250430
26000,26440BTZ200408260109,26440PPL200408260287,26000,UBP_A1020200,PMA0003,,,26440BTZ200408260109,PMC0003,UDV100,상곡,,,,88697,강서구 강동동,,50호이상,26440NTC200408260287,26440NTC200701250474,,20250430,20250430
26000,26440BTZ200408281009,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,,26440BTZ200408260109,PMC0003,UDV100,상곡,,1,88697,88697,강서구 강동동,,50호이상,26440NTC200408280286,26440NTC200608250395,Y,20250430,20250430
26000,26440BTZ200611170135,26440PPL200611170405,26000,UBP_E1020200,PMA0003,,26440BTZ200408260109,26440BTZ200408260109,PMC0003,UDV100,상곡,88697,1,26703,115400,강동동 3472번지 일원,,호수 : 91∮ 호당해제면적 : 1268㎡,26440NTC200611170405,26440NTC200701250474,Y,20250430,20250430
26000,26440BTZ200408260110,26440PPL200408260287,26000,UBP_A1020200,PMA0003,,,26440BTZ200408260110,PMC0003,UDV100,상덕∮덕정∮북계,,,,222381,강서구 강동동,,50호이상,26440NTC200408260287,26440NTC200701250474,,20250430,20250430
26000,26440BTZ200408281010,26440PPL200408280286,26000,UBP_E1020200,PMA0003,,26440BTZ200408260109,26440BTZ200408260110,PMC0003,UDV100,상덕∮덕정∮북계,,,,222381,강서구 강동동,,50호이상,26440NTC200408280286,26440NTC200608250395,,20250430,20250430
26000,26440BTZ200611170128,26440PPL200611170405,26000,UBP_E1020200,PMA0003,,26440BTZ200408281001,26440BTZ200408260101,PMC0003,UDV100,금호,77225,1,32075,109300,대저2동 3862번지 일원,,호수 : 87∮ 호당해제면적 : 1256㎡,26440NTC200611170405,26440NTC200701250474,Y,20250430,20250430
26000,26440BTZ200611170136,26440PPL200611170405,26000,UBP_E1020200,PMA0003,,26440BTZ200408281009,26440BTZ200408260110,PMC0003,UDV100,상덕∮덕정∮북계,222381,1,83219,305600,강동동 1768번지 일원,,호수 : 253∮ 호당해제면적 : 1208㎡,26440NTC200611170405,26440NTC200701250474,Y,20250430,20250430
26000,26440BTZ200408260111,26440PPL200408260287,26000,UBP_A1020200,PMA0003,,,26440BTZ200408260111,PMC0003,UDV100,설만,,,,69372,강서구 대저2동,,50호이상,26440NTC200408260287,26440NTC200701250474,,20250430,20250430
41550,41550BTZ195405150001,41550PPL201105010001,41550,UBP_E1020200,PMA0001,,,41550BTZ195405150001,PMC0003,UQQ100,안성 도시계획구역,,1,17874000,17874000,안성군 안성읍 일원,,,41550NTC201104120001,41550NTC201104121024,N,20250430,20250430
41550,41550BTZ197505060001,41550PPL201105010009,41550,UBP_E1020200,PMA0004,,41550BTZ201104120002,41550BTZ201104120029,PMC0003,UQQ100,공도 도시계획구역,42000000,2,42000000,,안성군 공도면∮ 원곡면∮ 양성면 일원,,,41550NTC201104120009,,N,20250430,20250430
41550,41550BTZ201104120002,41550PPL201105010003,41550,UBP_E1020200,PMA0003,,41550BTZ201104120001,41550BTZ201104120029,PMC0003,UQQ100,공도 도시계획구역,16440000,1,25560000,42000000,안성군 공도면∮ 원곡면∮ 양성면 일원,,,41550NTC201104120003,,N,20250430,20250430
41550,41550BTZ201104120003,41550PPL201105010283,41550,UBP_A1020200,PMA0002,,,41550BTZ195405150001,PMC0003,UQQ100,안성,,,,20057000,안성시 안성(1∮2∮3)동∮ 금광면∮ 대덕면∮ 미양면∮ 서운면일원,,내무부고시 제2-2-호('54. 5. 15),41550NTC201104120344,,N,20250430,20250430
41550,41550BTZ201104120004,41550PPL201105010283,41550,UBP_A1020200,PMA0003,,41550BTZ201104120028,41550BTZ195405150001,PMC0003,UQQ100,안성,,,,84027000,안성시 안성(1∮2∮3)동∮ 금광면∮ 대덕면∮ 미양면∮ 서운면일원,,,41550NTC201104120344,,Y,20250430,20250430
41550,41550BTZ201104120005,41550PPL201105010283,41550,UBP_A1020200,PMA0002,,41550BTZ201104120032,41550BTZ201104120026,PMC0003,UQQ100,양성,2110000,,,,안성시 양성면 일원,,경고제163호('74. 6. 3),41550NTC201104120344,,N,20250430,20250430
41550,41550BTZ201104120006,41550PPL201105010283,41550,UBP_A1020200,PMA0003,,,41550BTZ201104120006,PMC0003,UQQ100,서부(공도읍∮ 원곡면∮ 양성면 일원),,,,53678000,안성시 공도읍∮ 원곡면∮ 양성면 일원,,,41550NTC201104120344,,N,20250430,20250430
41550,41550BTZ201104120007,41550PPL201105010283,41550,UBP_A1020200,PMA0002,,41550BTZ201104120019,41550BTZ201104120030,PMC0003,UQQ100,원곡,2620000,,,53678000,안성시 양성면 일원,,경고제440호('74.12.26),41550NTC201104120344,,N,20250430,20250430
41550,41550BTZ201104120008,41550PPL201105010283,41550,UBP_A1020200,PMA0003,,41550BTZ201104120007,41550BTZ201104120030,PMC0003,UQQ100,서부(공도읍∮ 원곡면∮ 양성면 일원),,,,53678000,안성시 공도읍∮ 원곡면∮ 양성면 일원,,,41550NTC201104120344,,Y,20250430,20250430
41550,41550BTZ201104120009,41550PPL201105010283,41550,UBP_A1020200,PMA0002,,41550BTZ201104120013,41550BTZ201104120020,PMC0003,UQQ100,죽산,3047000,,,3047000,안성시 죽산면 일원,,경고제11호(77. 1. 27),41550NTC201104120344,,N,20250430,20250430
